CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.08.02;Ativos de Operações Descontinuadas;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.08.03;Outros;195074.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.08.03;Outros;406038.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.08.03.01;Dividendos a receber;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.08.03.01;Dividendos a receber;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.08.03.02;Instrumentos derivativos;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.08.03.02;Instrumentos derivativos;154305.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.08.03.03;Outros;195074.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.08.03.03;Outros;251733.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02;Ativo Não Circulante;14898881.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02;Ativo Não Circulante;14871512.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01;Ativo Realizável a Longo Prazo;189366.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01;Ativo Realizável a Longo Prazo;538129.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.01.01;Títulos Designados a Valor Justo;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.01.01;Títulos Designados a Valor Justo;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.04;Contas a Receber;1809.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.04;Contas a Receber;1982.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.04.01;Clientes;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.04.01;Clientes;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.04.02;Outras Contas a Receber;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.04.02;Outras Contas a Receber;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.05;Estoques;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.05;Estoques;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.06;Ativos Biológicos;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.06;Ativos Biológicos;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.07;Tributos Diferidos;32407.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.07;Tributos Diferidos;24363.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.07.01;Imposto de Renda e Contribuição Social Diferidos;32407.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.07.01;Imposto de Renda e Contribuição Social Diferidos;24363.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.08;Despesas Antecipadas;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.08;Despesas Antecipadas;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.09;Créditos com Partes Relacionadas;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.09;Créditos com Partes Relacionadas;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.09.01;Créditos com Coligadas;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.09.01;Créditos com Coligadas;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.09.03;Créditos com Controladores;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.09.03;Créditos com Controladores;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.09.04;Créditos com Outras Partes Relacionadas;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.09.04;Créditos com Outras Partes Relacionadas;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.10;Outros Ativos Não Circulantes;155150.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.10;Outros Ativos Não Circulantes;511784.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.10.01;Ativos Não-Correntes a Venda;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.10.01;Ativos Não-Correntes a Venda;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.10.02;Ativos de Operações Descontinuadas;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.10.02;Ativos de Operações Descontinuadas;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.10.03;Depósitos Judiciais;114586.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.10.03;Depósitos Judiciais;113720.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.10.04;Instrumentos derivativos;18198.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.10.04;Instrumentos derivativos;353022.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.10.05;Aplicações em contas vinculadas;22283.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.10.05;Aplicações em contas vinculadas;44959.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.10.06;Tributos a recuperar;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.10.06;Tributos a recuperar;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.01.10.07;Outros;83.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.01.10.07;Outros;83.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.02;Investimentos;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.02;Investimentos;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.02.01;Participações Societárias;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.02.01;Participações Societárias;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.02.01.01;Participações em Coligadas;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.02.01.01;Participações em Coligadas;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.02.01.04;Participações em Controladas em Conjunto;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.02.01.04;Participações em Controladas em Conjunto;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.02.01.05;Outros Investimentos;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.02.01.05;Outros Investimentos;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.02.02;Propriedades para Investimento;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.02.02;Propriedades para Investimento;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.03;Imobilizado;14569571.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.03;Imobilizado;14181295.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.03.01;Imobilizado em Operação;13858873.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.03.01;Imobilizado em Operação;13514735.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.03.02;Direito de Uso em Arrendamento;689898.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.03.02;Direito de Uso em Arrendamento;624513.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.03.02.01;Imobilizado arrendado;64901.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.03.02.01;Imobilizado arrendado;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.03.02.02;Direito de uso;624997.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.03.02.02;Direito de uso;624513.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.03.03;Imobilizado em Andamento;20800.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.03.03;Imobilizado em Andamento;42047.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.04;Intangível;139944.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.04;Intangível;152088.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.04.01;Intangíveis;139944.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.04.01;Intangíveis;152088.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.04.01.01;Contrato de Concessão;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.04.01.01;Contrato de Concessão;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.04.01.02;Ágio na aquisição de investimentos;89986.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.04.01.02;Ágio na aquisição de investimentos;105437.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.04.01.03;Software em operação;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.04.01.03;Software em operação;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.04.01.04;Software arrendado;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.04.01.04;Software arrendado;0.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.04.01.05;Software;49958.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.04.01.05;Software;46651.0000000000;N
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.02.04.02;Goodwill;0.0000000000;S
16.670.085/0001-55;2020-12-31;1;LOCALIZA RENT A CAR S.A.;019739;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.02.04.02;Goodwill;0.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1;Ativo Total;2226036.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1;Ativo Total;2295251.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01;Ativo Circulante;808547.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01;Ativo Circulante;947064.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.01;Caixa e Equivalentes de Caixa;23087.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.01;Caixa e Equivalentes de Caixa;21227.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.02;Aplicações Financeiras;37024.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.02;Aplicações Financeiras;322860.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.02.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;0.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.02.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;0.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.02.01.01;Títulos para Negociação;0.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.02.01.01;Títulos para Negociação;0.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.02.01.02;Títulos Designados a Valor Justo;0.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.01.02.01.02;Títulos Designados a Valor Justo;0.0000000000;S
16.811.931/0001-00;2020-12-31;1;ALPHAVILLE S.A.;025275;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.01.02.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0.0000000000;S
